UniqueMemberRef,MemberName,FirstName,LastName,Gender,DateOfBirth,YearOfBirth,Postcode,NHSNumber,ClientName,ClientIdentifier,SchemeCategory,SchemeIdentifier,Plan,Product,RegistrationStatus,JoinDate,LapseDate,ContractStartDate,ContractEndDate,LengthOfServiceYears
UM0008230,Grace Williams,Grace,Williams,Female,1992-02-24,1992,BR1 2ER,2974181446,BlueShield UK,C1913,Individual,S90182,Enhanced,Enhanced,Active,2011-11-24,,2011-09-06,2018-02-14,13
UM0008231,William Smith,William,Smith,Male,1960-11-07,1960,E1 6KV,1491568248,Acme Corp,C2139,Family,S62610,Bronze,Enhanced,Active,2018-04-10,,2017-09-03,2020-12-17,7
UM0008232,Arthur Robinson,Arthur,Robinson,Male,1969-05-04,1969,N1 1AC,4490796971,Mercer Group,C3218,Individual,S52796,Enhanced,Executive,Active,2021-02-02,,2020-11-14,2029-09-27,4
UM0008233,Emily Smith,Emily,Smith,Female,1991-10-28,1991,LS1 5BW,1328470574,TrustHealth Ltd,C4448,Family,S59317,Bronze,Enhanced,Active,2014-01-12,,2013-03-23,2022-05-27,11
UM0008234,William Robinson,William,Robinson,Male,1985-07-19,1985,SE1 5ZL,8471090754,BlueShield UK,C6168,Corporate,S60587,Executive,Standard,Active,2011-11-05,,2011-04-13,2017-10-14,13
UM0008235,Sophia Wilson,Sophia,Wilson,Female,1987-08-15,1987,E1 9FD,1267639894,BlueShield UK,C6631,Family,S82339,Bronze,Standard,Active,2015-04-18,,2014-12-23,2018-01-02,10
UM0008236,Lily Wilson,Lily,Wilson,Female,1987-10-25,1987,N1 5RF,3888244472,Mercer Group,C7460,Corporate,S90857,Silver,Enhanced,Active,2016-10-12,,2016-07-29,2026-07-07,9
UM0008237,Jack Brown,Jack,Brown,Male,1994-01-15,1994,SW3 9MJ,9518453434,TrustHealth Ltd,C9251,Corporate,S88737,Executive,Standard,Active,2015-11-11,,2014-12-15,2019-09-15,9
UM0008238,Harry White,Harry,White,Male,1968-04-09,1968,SW1A 4DU,5042886909,Mercer Group,C5408,Individual,S22427,Bronze,Enhanced,Active,2011-09-29,,2011-05-11,2017-06-22,14
UM0008239,Poppy Brown,Poppy,Brown,Female,1981-07-23,1981,W2 4VS,1565686538,Healthcare Co,C6738,Corporate,S77931,Executive,Executive,Active,2014-10-30,,2014-08-12,2016-08-16,11
UM0008240,Noah Thomas,Noah,Thomas,Male,1966-12-19,1966,UB1 5BP,5960591943,Healthcare Co,C4077,Family,S95881,Bronze,Executive,Active,2014-03-14,,2014-02-13,2023-03-20,11
UM0008241,Jack Robinson,Jack,Robinson,Male,1976-11-02,1976,EC1A 1KK,9458704648,BlueShield UK,C4118,Individual,S25294,Enhanced,Enhanced,Active,2012-11-07,,2012-09-21,2015-08-02,12
UM0008242,Thomas Johnson,Thomas,Johnson,Male,1975-10-06,1975,UB1 1FY,8661244181,BlueShield UK,C6166,Family,S84007,Enhanced,Enhanced,Active,2015-06-13,,2014-10-12,2017-02-14,10
UM0008243,Evie Harris,Evie,Harris,Female,1986-03-17,1986,BR1 3YN,8576466540,TrustHealth Ltd,C1524,Family,S93221,Standard,Executive,Active,2012-01-18,,2012-01-16,2014-05-14,13
UM0008244,Henry Robinson,Henry,Robinson,Male,1991-07-19,1991,KT1 0KR,8277369215,GlobalHealth Ltd,C8656,Family,S83396,Platinum,Standard,Active,2022-03-31,,2021-11-29,2027-06-03,3
UM0008245,Grace Johnson,Grace,Johnson,Female,1984-07-03,1984,SE1 5MA,6855007511,BlueShield UK,C4259,Individual,S86401,Standard,Enhanced,Active,2018-03-03,,2017-07-02,2018-10-16,7
UM0008246,Sophie Robinson,Sophie,Robinson,Female,1988-10-04,1988,E1 7GA,4983685491,BlueShield UK,C8424,Corporate,S63650,Silver,Enhanced,Active,2020-08-01,,2020-01-21,2022-10-31,5
UM0008247,Isla Wilson,Isla,Wilson,Female,1963-07-12,1963,B1 0OL,2720003787,GlobalHealth Ltd,C5352,Individual,S57116,Standard,Standard,Lapsed,2022-05-15,2025-10-01,2021-08-25,2030-09-09,3
UM0008248,Thomas Thomas,Thomas,Thomas,Male,1970-12-16,1970,HA1 0RQ,0016159220,BlueShield UK,C7849,Family,S24092,Bronze,Enhanced,Active,2015-02-15,,2014-08-18,2024-02-15,10
UM0008249,Freddie Robinson,Freddie,Robinson,Male,1994-08-22,1994,SW3 9AF,8187918166,GlobalHealth Ltd,C3307,Family,S34065,Bronze,Executive,Active,2015-08-04,,2014-12-18,2019-02-16,10
UM0008250,Ava Johnson,Ava,Johnson,Female,1986-06-25,1986,SE1 3ZD,0672796526,Acme Corp,C3980,Corporate,S38215,Executive,Executive,Active,2016-04-26,,2015-11-21,2018-03-22,9
UM0008251,Charlie Thompson,Charlie,Thompson,Male,1977-07-01,1977,UB1 0SW,3496801814,Mercer Group,C5189,Corporate,S99282,Silver,Executive,Active,2013-02-12,,2012-11-26,2019-07-11,12
UM0008252,Lily Thompson,Lily,Thompson,Female,1999-07-01,1999,SW1A 8CY,0266660332,Mercer Group,C4978,Individual,S65669,Bronze,Enhanced,Active,2016-04-10,,2016-04-02,2017-08-15,9
UM0008253,Sophia White,Sophia,White,Female,1983-01-03,1983,NW1 6HD,4209136870,Acme Corp,C9635,Corporate,S62019,Bronze,Enhanced,Active,2011-08-06,,2011-04-12,2016-03-02,14
UM0008254,Sophia Johnson,Sophia,Johnson,Female,1960-10-02,1960,NW1 7DI,6301423965,Acme Corp,C9407,Individual,S40337,Silver,Standard,Active,2018-03-23,,2017-04-22,2023-07-29,7
UM0008255,Freddie White,Freddie,White,Male,2007-08-26,2007,W2 6KY,1429942788,Healthcare Co,C3120,Individual,S79451,Bronze,Executive,Active,2010-02-08,,2009-09-19,2011-02-26,15
UM0008256,Jacob Williams,Jacob,Williams,Male,1976-02-01,1976,SW1A 2RU,8258404474,Healthcare Co,C4198,Family,S55281,Enhanced,Enhanced,Active,2016-01-01,,2015-08-23,2025-03-01,9
UM0008257,George White,George,White,Male,1965-08-24,1965,B1 4RR,3147410842,BlueShield UK,C2125,Individual,S22581,Bronze,Enhanced,Active,2017-05-29,,2017-01-31,2021-03-23,8
UM0008258,Amelia Harris,Amelia,Harris,Female,2000-07-20,2000,LS1 6FT,2823120320,Mercer Group,C8414,Corporate,S24551,Silver,Enhanced,Active,2022-04-12,,2021-04-29,2030-07-30,3
UM0008259,Charlotte Jones,Charlotte,Jones,Female,1971-01-15,1971,KT1 9XJ,6881693725,BlueShield UK,C7672,Corporate,S21536,Executive,Enhanced,Lapsed,2016-06-27,2018-02-28,2016-05-17,2024-04-11,9
UM0008260,Harry Davies,Harry,Davies,Male,1974-05-14,1974,E1 4OQ,0921697467,BlueShield UK,C8324,Family,S49650,Platinum,Executive,Active,2016-01-08,,2015-12-23,2019-04-09,9
UM0008261,William Davies,William,Davies,Male,1978-03-09,1978,BR1 3JC,8941991853,BlueShield UK,C7399,Family,S35288,Bronze,Standard,Active,2011-02-27,,2010-11-23,2020-11-10,14
UM0008262,Oliver Evans,Oliver,Evans,Male,2004-10-08,2004,SW3 4CS,9310236234,Acme Corp,C9634,Family,S30858,Silver,Executive,Active,2014-04-17,,2014-02-22,2015-06-17,11
UM0008263,Noah Wright,Noah,Wright,Male,1974-11-13,1974,M1 4HU,4533090603,Acme Corp,C8442,Family,S57608,Platinum,Standard,Active,2015-12-20,,2015-04-11,2017-07-12,9
UM0008264,Thomas Thompson,Thomas,Thompson,Male,1968-09-14,1968,HA1 1UB,0000744210,TrustHealth Ltd,C7614,Corporate,S17266,Enhanced,Enhanced,Active,2020-08-30,,2020-08-20,2027-04-29,5
UM0008265,Evie Taylor,Evie,Taylor,Female,1991-09-21,1991,SW3 8PB,1374005580,TrustHealth Ltd,C2257,Individual,S77327,Enhanced,Enhanced,Active,2020-12-21,,2020-01-11,2027-01-15,4
UM0008266,Ava Brown,Ava,Brown,Female,1970-09-13,1970,W1A 4UT,7063220216,BlueShield UK,C1791,Corporate,S76890,Platinum,Enhanced,Active,2023-12-24,,2023-12-18,2028-05-07,1
UM0008267,James Williams,James,Williams,Male,1962-07-30,1962,M1 0LW,0146004393,Mercer Group,C3930,Corporate,S24085,Gold,Executive,Active,2010-10-03,,2010-04-22,2013-09-20,15
UM0008268,Charlotte White,Charlotte,White,Female,1976-12-07,1976,LS1 8GL,7143335222,BlueShield UK,C2205,Corporate,S78942,Silver,Enhanced,Active,2013-09-23,,2013-05-07,2022-08-15,12
UM0008269,Olivia Brown,Olivia,Brown,Female,1958-07-24,1958,EC1A 2ZG,1058660302,GlobalHealth Ltd,C8682,Individual,S50109,Silver,Standard,Active,2012-07-03,,2012-01-16,2019-06-11,13
UM0008270,Charlie Thompson,Charlie,Thompson,Male,1991-03-09,1991,W1A 8SW,0387715613,Mercer Group,C4800,Corporate,S24782,Bronze,Executive,Active,2011-12-25,,2011-08-14,2015-09-12,13
UM0008271,Ella Harris,Ella,Harris,Female,1984-04-08,1984,E1 8PG,3767144569,Healthcare Co,C4691,Corporate,S86694,Enhanced,Standard,Active,2014-11-17,,2014-09-17,2018-03-07,10
UM0008272,Noah Wilson,Noah,Wilson,Male,1994-11-19,1994,W2 2BM,7777578081,Healthcare Co,C4976,Individual,S43030,Enhanced,Enhanced,Active,2013-02-25,,2012-08-20,2017-04-06,12
UM0008273,Isabella Brown,Isabella,Brown,Female,2001-01-02,2001,HA1 4SW,3390483920,Acme Corp,C4628,Family,S63053,Standard,Enhanced,Lapsed,2022-12-17,2027-04-19,2021-12-26,2030-11-29,2
UM0008274,Ava Johnson,Ava,Johnson,Female,1967-08-10,1967,W1A 6TE,3265378741,BlueShield UK,C2392,Family,S35957,Gold,Executive,Active,2021-06-04,,2020-07-10,2023-07-07,4
UM0008275,Freddie Thomas,Freddie,Thomas,Male,1973-07-07,1973,M1 8YX,2566614396,Mercer Group,C6789,Individual,S86358,Bronze,Executive,Lapsed,2014-07-15,2015-11-21,2013-11-09,2022-11-06,11
UM0008276,Noah Thompson,Noah,Thompson,Male,2007-06-06,2007,W1A 6FT,4553401400,BlueShield UK,C2231,Family,S42793,Executive,Enhanced,Active,2013-02-07,,2013-01-30,2021-07-12,12
UM0008277,Mia Johnson,Mia,Johnson,Female,1990-08-13,1990,W2 8HZ,6434881507,TrustHealth Ltd,C2110,Family,S61886,Gold,Enhanced,Active,2022-09-23,,2021-12-11,2024-10-15,3
UM0008278,Amelia Taylor,Amelia,Taylor,Female,1967-05-15,1967,LS1 6WK,6716080608,Mercer Group,C8299,Family,S23600,Executive,Standard,Active,2011-04-23,,2010-08-04,2017-10-10,14
UM0008279,George Wright,George,Wright,Male,1979-03-07,1979,UB1 4BS,6138446567,Mercer Group,C7420,Family,S57868,Gold,Standard,Active,2016-12-20,,2016-07-31,2025-11-03,8
UM0008280,Oliver Taylor,Oliver,Taylor,Male,2007-01-16,2007,UB1 8VI,2131384379,BlueShield UK,C5841,Family,S94164,Enhanced,Standard,Active,2023-02-21,,2022-04-05,2027-09-07,2
UM0008281,Poppy Davies,Poppy,Davies,Female,1963-03-01,1963,LS1 2QH,2238398482,TrustHealth Ltd,C8504,Corporate,S94048,Gold,Executive,Active,2023-06-14,,2022-08-29,2031-07-31,2
UM0008282,Isabella Davies,Isabella,Davies,Female,1978-10-27,1978,E1 8IH,4766924083,Healthcare Co,C8973,Corporate,S99787,Enhanced,Standard,Active,2012-05-19,,2012-01-19,2018-12-13,13
UM0008283,Jack Wilson,Jack,Wilson,Male,2006-04-02,2006,N1 2PY,9030016994,Healthcare Co,C5509,Family,S19439,Enhanced,Executive,Active,2020-03-18,,2019-09-04,2021-09-10,5
UM0008284,Ava Davies,Ava,Davies,Female,1982-09-24,1982,N1 4TI,1263417662,Acme Corp,C2426,Individual,S89805,Executive,Executive,Active,2011-01-08,,2010-06-18,2012-10-29,14
UM0008285,Mia Davies,Mia,Davies,Female,2006-11-16,2006,HA1 0EM,1292921150,BlueShield UK,C5877,Corporate,S98617,Silver,Enhanced,Active,2020-08-26,,2020-07-24,2022-06-03,5
UM0008286,Sophie Taylor,Sophie,Taylor,Female,1970-06-24,1970,E1 0QR,7128042980,Mercer Group,C6585,Family,S79929,Bronze,Standard,Active,2017-09-27,,2017-07-25,2027-05-02,8
UM0008287,Jack Smith,Jack,Smith,Male,1975-08-14,1975,B1 0SW,3992757230,Healthcare Co,C9102,Corporate,S60334,Platinum,Executive,Active,2019-08-10,,2019-02-23,2021-05-20,6
UM0008288,Thomas Thomas,Thomas,Thomas,Male,1963-06-16,1963,UB1 0ZJ,4687765801,Healthcare Co,C7038,Family,S94200,Standard,Enhanced,Active,2013-10-12,,2012-12-07,2021-10-04,12
UM0008289,Charlie Taylor,Charlie,Taylor,Male,1976-08-18,1976,SW1A 5PI,3560717536,Mercer Group,C6547,Individual,S36108,Enhanced,Standard,Active,2021-04-17,,2021-04-07,2026-04-03,4
UM0008290,Evie Jones,Evie,Jones,Female,1980-11-28,1980,SW1A 3IV,1607046928,TrustHealth Ltd,C3228,Corporate,S79726,Silver,Standard,Lapsed,2015-02-22,2017-04-03,2014-06-11,2018-03-25,10
UM0008291,Isabella Wilson,Isabella,Wilson,Female,1983-08-03,1983,B1 7XD,2739330413,TrustHealth Ltd,C6232,Family,S20699,Bronze,Enhanced,Lapsed,2020-06-01,2027-01-31,2019-08-13,2027-02-05,5
UM0008292,Emily White,Emily,White,Female,1974-09-25,1974,NW1 2TF,1530428729,BlueShield UK,C5000,Family,S38954,Silver,Executive,Active,2010-02-11,,2009-11-10,2015-04-13,15
UM0008293,Charlotte Brown,Charlotte,Brown,Female,1971-03-01,1971,SE1 5JH,9297501998,BlueShield UK,C9249,Individual,S42376,Bronze,Enhanced,Active,2013-11-25,,2013-09-03,2023-05-05,11
UM0008294,Lily Smith,Lily,Smith,Female,1987-06-13,1987,BR1 0SO,9067845336,GlobalHealth Ltd,C7075,Individual,S32779,Standard,Executive,Active,2012-04-01,,2011-07-22,2012-09-14,13
UM0008295,Amelia Davies,Amelia,Davies,Female,1987-07-25,1987,B1 4LC,9398883165,Mercer Group,C9558,Corporate,S24184,Platinum,Executive,Lapsed,2015-05-15,2020-01-11,2014-12-09,2023-01-20,10
UM0008296,Charlie Evans,Charlie,Evans,Male,1981-09-19,1981,E1 8FV,1864086870,Acme Corp,C7707,Family,S84003,Standard,Standard,Active,2015-12-02,,2015-05-12,2020-05-02,9
UM0008297,Alfie Jones,Alfie,Jones,Male,2000-01-04,2000,SE1 4MI,9011061369,BlueShield UK,C8767,Individual,S54085,Gold,Enhanced,Active,2016-07-28,,2016-06-07,2018-12-04,9
UM0008298,Lily Thomas,Lily,Thomas,Female,1964-08-02,1964,SW1A 5YY,0898846264,TrustHealth Ltd,C8152,Individual,S49062,Platinum,Enhanced,Active,2014-10-31,,2014-04-03,2021-02-23,11
UM0008299,Henry Harris,Henry,Harris,Male,1976-09-04,1976,BR1 5OV,5956604480,Mercer Group,C6914,Individual,S43261,Gold,Executive,Active,2011-10-30,,2011-02-18,2013-11-13,14
UM0008300,Freddie Harris,Freddie,Harris,Male,1988-12-10,1988,E1 8IR,4822581151,BlueShield UK,C3370,Family,S99519,Bronze,Enhanced,Active,2013-05-03,,2013-01-24,2014-05-23,12
UM0008301,Ella Evans,Ella,Evans,Female,1993-07-18,1993,LS1 2IL,0955687246,BlueShield UK,C7625,Individual,S40404,Gold,Executive,Active,2015-05-16,,2014-10-18,2024-03-31,10
UM0008302,Jacob Brown,Jacob,Brown,Male,1969-10-27,1969,KT1 4IP,3306539971,GlobalHealth Ltd,C6301,Corporate,S81129,Standard,Standard,Active,2023-10-26,,2023-03-30,2032-05-10,2
UM0008303,Alfie Johnson,Alfie,Johnson,Male,1972-04-04,1972,N1 7PA,4379067699,TrustHealth Ltd,C7371,Individual,S74816,Standard,Enhanced,Active,2023-03-17,,2023-03-16,2031-05-20,2
UM0008304,Arthur Wright,Arthur,Wright,Male,2001-10-24,2001,HA1 5WL,4407635240,BlueShield UK,C1645,Individual,S14785,Silver,Enhanced,Pending,2012-09-16,,2012-01-25,2014-09-16,13
UM0008305,Jack Taylor,Jack,Taylor,Male,1995-10-13,1995,W1A 0WO,7848951590,Mercer Group,C8167,Corporate,S76271,Enhanced,Enhanced,Active,2013-12-20,,2013-10-24,2020-11-16,11
UM0008306,Harry Robinson,Harry,Robinson,Male,1978-09-26,1978,W2 4RD,6310208183,Mercer Group,C8182,Corporate,S94493,Silver,Standard,Active,2014-11-16,,2014-03-28,2016-03-15,10
UM0008307,Oliver Thompson,Oliver,Thompson,Male,1972-10-20,1972,NW1 7HK,0617563052,Mercer Group,C5068,Corporate,S48001,Executive,Executive,Active,2022-03-25,,2021-07-07,2024-11-19,3
UM0008308,Henry Thompson,Henry,Thompson,Male,1991-12-12,1991,E1 9AO,1441564444,TrustHealth Ltd,C6380,Family,S42978,Bronze,Executive,Active,2020-01-16,,2020-01-10,2028-02-16,5
UM0008309,George Johnson,George,Johnson,Male,1967-03-18,1967,W2 4MR,4257519105,BlueShield UK,C5130,Corporate,S22830,Gold,Executive,Active,2023-05-21,,2023-02-23,2032-01-11,2
UM0008310,Lily Robinson,Lily,Robinson,Female,1985-12-04,1985,B1 8EI,5530795897,GlobalHealth Ltd,C5886,Family,S43701,Platinum,Standard,Active,2014-04-13,,2013-06-21,2017-06-21,11
UM0008311,Mia Robinson,Mia,Robinson,Female,1967-01-13,1967,SW3 8VU,5737644139,Healthcare Co,C6802,Corporate,S44960,Executive,Standard,Active,2013-05-14,,2012-06-14,2020-09-01,12
UM0008312,Grace Thompson,Grace,Thompson,Female,1982-10-23,1982,BR1 0IC,1676779724,TrustHealth Ltd,C7493,Family,S59291,Gold,Enhanced,Active,2016-11-02,,2016-10-16,2019-06-08,8
UM0008313,Thomas Jones,Thomas,Jones,Male,1976-11-14,1976,NW1 1OF,3521326971,TrustHealth Ltd,C9403,Corporate,S92112,Gold,Enhanced,Active,2014-10-14,,2013-10-24,2015-12-04,11
UM0008314,Noah White,Noah,White,Male,1991-02-15,1991,E1 1SF,2867790123,GlobalHealth Ltd,C9798,Individual,S23119,Platinum,Standard,Pending,2020-05-27,,2019-12-14,2022-07-06,5
UM0008315,Olivia Thomas,Olivia,Thomas,Female,1980-01-01,1980,HA1 1HV,3658020702,Mercer Group,C2199,Family,S76423,Bronze,Standard,Active,2022-02-17,,2021-10-18,2029-05-24,3
UM0008316,Oliver Johnson,Oliver,Johnson,Male,2001-02-13,2001,NW1 9TC,7978601329,Healthcare Co,C9991,Family,S86207,Platinum,Executive,Active,2016-09-14,,2016-05-17,2025-12-07,9
UM0008317,Amelia Wright,Amelia,Wright,Female,1994-09-22,1994,B1 2LH,8972157387,Acme Corp,C8944,Individual,S79810,Platinum,Enhanced,Active,2018-11-11,,2018-10-09,2025-05-19,6
UM0008318,Freddie Thompson,Freddie,Thompson,Male,1964-07-04,1964,E1 6SY,1831403552,BlueShield UK,C1347,Individual,S60865,Gold,Executive,Active,2018-02-28,,2017-10-27,2020-02-24,7
UM0008319,Harry Robinson,Harry,Robinson,Male,1984-01-03,1984,W2 6XX,4306688594,Healthcare Co,C4028,Corporate,S12265,Bronze,Executive,Active,2010-02-01,,2009-08-01,2010-10-01,15
UM0008320,Poppy Robinson,Poppy,Robinson,Female,1992-12-29,1992,EN1 3DG,6784947494,Mercer Group,C3574,Family,S31771,Enhanced,Executive,Active,2016-04-09,,2015-12-27,2024-06-17,9
UM0008321,Thomas Johnson,Thomas,Johnson,Male,1963-01-30,1963,LS1 2GH,1059659324,Acme Corp,C4134,Individual,S52159,Executive,Enhanced,Active,2012-10-02,,2011-12-10,2021-01-22,13
UM0008322,Amelia Taylor,Amelia,Taylor,Female,1984-12-02,1984,HA1 4DU,4166121763,GlobalHealth Ltd,C2391,Corporate,S14277,Bronze,Standard,Active,2010-10-26,,2010-05-11,2014-02-24,15
UM0008323,Mia Evans,Mia,Evans,Female,1984-12-11,1984,B1 7IZ,3965199809,Acme Corp,C3288,Individual,S74415,Platinum,Enhanced,Active,2015-01-03,,2014-09-20,2020-09-02,10
UM0008324,Charlie Davies,Charlie,Davies,Male,1972-10-10,1972,SW3 6CN,2418718089,Healthcare Co,C5064,Corporate,S35049,Silver,Standard,Lapsed,2013-09-22,2021-07-15,2012-12-14,2022-04-26,12
UM0008325,Amelia Davies,Amelia,Davies,Female,1981-05-15,1981,N1 5JL,8274901163,TrustHealth Ltd,C3905,Corporate,S59808,Standard,Executive,Active,2012-01-14,,2011-09-28,2014-05-31,13
UM0008326,Lily Evans,Lily,Evans,Female,1975-08-22,1975,UB1 8TO,4107805131,BlueShield UK,C1457,Corporate,S18230,Silver,Standard,Active,2015-03-18,,2014-04-14,2021-01-28,10
UM0008327,Henry Jones,Henry,Jones,Male,1949-04-24,1949,LS1 2BF,7410920698,Acme Corp,C2658,Family,S74870,Executive,Standard,Active,2019-10-19,,2019-01-04,2028-07-18,6
UM0008328,Thomas Davies,Thomas,Davies,Male,1992-07-04,1992,M1 2TD,9528249999,Acme Corp,C2260,Corporate,S56004,Bronze,Executive,Active,2021-02-08,,2021-01-12,2030-08-28,4
UM0008329,Evie Thomas,Evie,Thomas,Female,1978-05-28,1978,NW1 4GI,5635069284,Healthcare Co,C2785,Individual,S29643,Enhanced,Standard,Active,2024-02-24,,2023-11-13,2027-03-17,1
UM0008330,Arthur Smith,Arthur,Smith,Male,1977-03-09,1977,W1A 4XJ,2373190103,Healthcare Co,C4733,Family,S37205,Executive,Standard,Active,2012-01-21,,2011-08-26,2020-04-23,13
UM0008331,Noah Thomas,Noah,Thomas,Male,1970-01-24,1970,UB1 1ZT,0479325188,BlueShield UK,C3934,Family,S91624,Gold,Enhanced,Active,2017-02-17,,2016-02-28,2022-04-18,8
UM0008332,Jack Johnson,Jack,Johnson,Male,1955-06-08,1955,N1 8XL,0988806195,Healthcare Co,C1779,Individual,S82451,Gold,Executive,Active,2012-09-08,,2011-10-11,2013-07-05,13
UM0008333,George Thomas,George,Thomas,Male,1985-08-21,1985,UB1 1EI,8746713023,TrustHealth Ltd,C4466,Corporate,S73698,Standard,Executive,Active,2015-04-13,,2015-04-01,2019-02-17,10
UM0008334,Amelia Thomas,Amelia,Thomas,Female,2005-07-15,2005,W1A 1YX,9347685305,Mercer Group,C8555,Individual,S11562,Silver,Executive,Active,2018-08-25,,2018-04-06,2024-05-28,7
UM0008335,Poppy Taylor,Poppy,Taylor,Female,1985-06-19,1985,LS1 4HJ,3536505557,Acme Corp,C6487,Individual,S92019,Gold,Executive,Active,2014-09-27,,2014-05-26,2015-11-20,11
UM0008336,Alfie Wilson,Alfie,Wilson,Male,1987-04-10,1987,W2 5HK,1522321218,Acme Corp,C7521,Corporate,S72316,Enhanced,Enhanced,Active,2015-01-09,,2014-04-24,2022-08-17,10
UM0008337,William Taylor,William,Taylor,Male,1960-11-16,1960,B1 5VA,9733279253,Mercer Group,C7302,Corporate,S62756,Silver,Executive,Active,2017-02-18,,2016-06-18,2023-08-03,8
UM0008338,Isabella Taylor,Isabella,Taylor,Female,1980-11-24,1980,W1A 9XW,3737856729,GlobalHealth Ltd,C3208,Individual,S54508,Silver,Executive,Active,2010-03-06,,2009-03-07,2011-12-25,15
UM0008339,Emily Brown,Emily,Brown,Female,1960-04-16,1960,UB1 5XR,1799169960,TrustHealth Ltd,C6298,Family,S10904,Gold,Executive,Active,2022-06-20,,2022-01-23,2026-11-24,3
UM0008340,George Williams,George,Williams,Male,1997-01-10,1997,N1 6ZM,0291242842,BlueShield UK,C2871,Family,S60909,Gold,Standard,Active,2019-01-15,,2018-04-20,2027-07-30,6
UM0008341,Ava White,Ava,White,Female,1985-03-28,1985,SW1A 4PW,9618273220,Healthcare Co,C9870,Individual,S29670,Standard,Enhanced,Active,2016-07-01,,2016-02-17,2023-10-11,9
UM0008342,Olivia Davies,Olivia,Davies,Female,2000-12-26,2000,E1 6MF,1503993065,BlueShield UK,C4268,Individual,S25786,Standard,Enhanced,Active,2014-08-22,,2014-02-24,2023-09-01,11
UM0008343,Arthur Smith,Arthur,Smith,Male,1988-03-21,1988,HA1 0XP,4462061884,Mercer Group,C3585,Corporate,S97212,Bronze,Enhanced,Lapsed,2013-06-30,2021-03-10,2012-08-03,2013-12-02,12
UM0008344,Thomas Robinson,Thomas,Robinson,Male,1972-12-28,1972,EC1A 0UU,4019177414,Acme Corp,C3253,Family,S12543,Enhanced,Executive,Active,2019-12-29,,2019-02-15,2025-06-27,5
UM0008345,Sophie Smith,Sophie,Smith,Female,1978-09-22,1978,SW3 1OB,7509820898,BlueShield UK,C5032,Individual,S98149,Enhanced,Enhanced,Active,2018-08-04,,2018-02-11,2027-09-08,7
UM0008346,Arthur Robinson,Arthur,Robinson,Male,1982-01-21,1982,W2 4QE,2897755021,TrustHealth Ltd,C4661,Family,S35439,Enhanced,Standard,Lapsed,2017-03-26,2022-01-18,2016-08-14,2019-04-11,8
UM0008347,Charlie Harris,Charlie,Harris,Male,1993-01-05,1993,UB1 6LV,7928569736,TrustHealth Ltd,C6582,Corporate,S84314,Executive,Standard,Active,2018-12-27,,2018-10-22,2025-12-10,6
UM0008348,Isabella Thomas,Isabella,Thomas,Female,1980-02-09,1980,M1 4PI,2140401410,Mercer Group,C3482,Corporate,S81271,Executive,Enhanced,Active,2021-06-04,,2020-08-19,2030-04-16,4
UM0008349,Charlotte Wright,Charlotte,Wright,Female,1975-11-28,1975,BR1 8LS,8207132077,Acme Corp,C7506,Family,S69911,Enhanced,Standard,Active,2022-03-23,,2021-06-26,2027-04-11,3
UM0008350,Emily Evans,Emily,Evans,Female,1980-09-28,1980,N1 1QI,7551570935,GlobalHealth Ltd,C5489,Family,S16894,Standard,Enhanced,Lapsed,2017-07-12,2021-05-22,2016-08-31,2020-01-04,8
UM0008351,Charlotte Brown,Charlotte,Brown,Female,1973-01-15,1973,EN1 8TY,9859936659,BlueShield UK,C1336,Corporate,S87030,Platinum,Standard,Active,2023-09-25,,2023-02-19,2025-10-19,2
UM0008352,Charlie Thompson,Charlie,Thompson,Male,1994-06-09,1994,LS1 7JW,1690327425,Healthcare Co,C4082,Family,S79084,Platinum,Standard,Active,2012-02-21,,2011-03-23,2019-08-21,13
UM0008353,Arthur Harris,Arthur,Harris,Male,1970-08-20,1970,EN1 0MA,3816255378,Acme Corp,C1781,Corporate,S60582,Silver,Enhanced,Active,2020-02-28,,2019-05-27,2028-09-30,5
UM0008354,Charlie Wilson,Charlie,Wilson,Male,1995-11-16,1995,NW1 9BT,6450020416,TrustHealth Ltd,C8761,Corporate,S30292,Standard,Executive,Pending,2010-01-17,,2009-05-06,2017-04-14,15
UM0008355,Olivia Thompson,Olivia,Thompson,Female,1968-12-31,1968,W1A 2DC,7598629207,Mercer Group,C1656,Corporate,S22323,Gold,Executive,Active,2010-08-05,,2010-01-11,2011-07-19,15
